caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight
,Jonesboro,1910,,Northeast Arkansas,,10209,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10210,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10211,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10212,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10213,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10214,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10215,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10216,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10217,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10218,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10219,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10220,,,,blau/blau-20180715,,player,
,Jonesboro,1910,,Northeast Arkansas,,10221,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10222,,,,blau/blau-20180715,,player,
,Paragould,1909,,Northeast Arkansas,,42,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,42,,,,blau/blau-20180715,,player,
,Chicago,1919,,American,,42,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10226,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10227,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10228,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10229,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10230,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10231,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10232,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10233,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10234,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10235,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10236,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10237,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10238,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10239,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10240,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10241,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10242,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10243,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10244,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10245,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,44,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,44,,,,blau/blau-20180715,,manager,
,Paragould,1910,,Northeast Arkansas,,10248,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10249,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10250,,,,blau/blau-20180715,,player,
,Paragould,1910,,Northeast Arkansas,,10251,,,,blau/blau-20180715,,player,
,Warren,1914,,Interstate,,10252,,,,blau/blau-20180715,,player,
,Emporia,1914,,Kansas State,,10253,,,,blau/blau-20180715,,player,
,Tulsa,1915,,Western Association,,10254,,,,blau/blau-20180715,,player,
,Tulsa,1915,,Western Association,,10255,,,,blau/blau-20180715,,player,
,Jersey City,1931,,International,,45,,,,blau/blau-20180715,,player,
,Houston,1931,,Texas,,45,,,,blau/blau-20180715,,player,
,Danville,1931,,I-I-I,,45,,,,blau/blau-20180715,,player,
,Great Bend,1914,,Kansas State,,46,,,,blau/blau-20180715,,player,
,Tulsa,1914,,Western Association,,46,,,,blau/blau-20180715,,player,
,Bristol,1913,,Appalachian,,47,,,,blau/blau-20180715,,player,
,Portsmouth,1914,,Ohio State,,47,,,,blau/blau-20180715,,player,
,Paris,1914,,Ohio State,,47,,,,blau/blau-20180715,,player,
,Bay City,1922,,Michigan-Ontario,,48,,,,blau/blau-20180715,,player,
,Kalamazoo,1923,,Michigan-Ontario,,48,,,,blau/blau-20180715,,player,
,Frederick,1928,,Blue Ridge,,10266,,,,blau/blau-20180715,,player,
,Kalamazoo,1921,,Central,,10267,,,,blau/blau-20180715,,player,
,Joplin,1923,,Western Association,,10268,,,,blau/blau-20180715,,player,
,Philadelphia,1922,,American,,49,,,,blau/blau-20180715,,player,
,Shreveport,1923,,Texas,,49,,,,blau/blau-20180715,,player,
,St. Paul,1923,,American Association,,49,,,,blau/blau-20180715,,player,
,Nashville,1923,,Southern Association,,49,,,,blau/blau-20180715,,player,
,Meridian,1923,,Cotton States,,49,,,,blau/blau-20180715,,player,
,Mexia,1923,,Texas Association,,49,,,,blau/blau-20180715,,player,
,Marshall,1923,,East Texas,,49,,,,blau/blau-20180715,,player,
,Louisville,1924,,American Association,,49,,,,blau/blau-20180715,,player,
,Corsicana,1925,,Texas Association,,49,,,,blau/blau-20180715,,player,
,Peoria,1926,,I-I-I,,49,,,,blau/blau-20180715,,player,
,Shreveport,1930,,Texas,,49,,,,blau/blau-20180715,,player,
,New Haven,1923,,Eastern,,10280,,,,blau/blau-20180715,,player,
,Hazleton,1930,,New York-Pennsylvania,,10281,,,,blau/blau-20180715,,player,
,Hopkinsville,1913,,K-I-T,,50,,,,blau/blau-20180715,,player,
,Bay City,1914,,Southern Michigan,,50,,,,blau/blau-20180715,,player,
,Clarksville,1910,,K-I-T,,51,,,,blau/blau-20180715,,player,
,Middlesboro,1913,,Appalachian,,51,,,,blau/blau-20180715,,player,
,,nan,,,,51,,,,blau/blau-20180715,,player,
,Hannibal,1909,,Central Association,,52,,,,blau/blau-20180715,,player,
,Burlington,1910,,Central Association,,52,,,,blau/blau-20180715,,player,
,Kearney,1910,,Nebraska State,,52,,,,blau/blau-20180715,,player,
,Hastings,1911,,Nebraska State,,52,,,,blau/blau-20180715,,player,
,Beaumont,1912,,Texas,,52,,,,blau/blau-20180715,,player,
,Beaumont,1913,,Texas,,52,,,,blau/blau-20180715,,player,
,Marion,1904,,Central,,10293,,,,blau/blau-20180715,,player,
,Clarksville,1914,,K-I-T,,10294,,,,blau/blau-20180715,,player,
,Petersburg,1920,,Virginia,,10295,,,,blau/blau-20180715,,player,
,Eau Claire,1958.0,,Northern,,Aaron_Tommie_Lee,,OF-SS,,mcconnell/McConnell,,playing,
,Eau Claire,1959.0,,Northern,,Aaron_Tommie_Lee,,2B,,mcconnell/McConnell,,playing,
,Jacksonville,1960.0,,South Atlantic,,Aaron_Tommie_Lee,,1B,,mcconnell/McConnell,,playing,
,Cedar Rapids,1960.0,,Illinois-Indiana-Iowa,,Aaron_Tommie_Lee,,1B,,mcconnell/McConnell,,playing,
,Louisville,1960.0,,American Association,,Aaron_Tommie_Lee,,PH,,mcconnell/McConnell,,playing,
,Austin,1961.0,,Texas,,Aaron_Tommie_Lee,,1B,,mcconnell/McConnell,,playing,
,Milwaukee,1962.0,,National,,Aaron_Tommie_Lee,,1B-OF-2B-3B,,mcconnell/McConnell,,playing,
,Milwaukee,1963.0,,National,,Aaron_Tommie_Lee,,1B-OF-2B-3B,,mcconnell/McConnell,,playing,
,Denver,1963.0,,Pacific Coast,,Aaron_Tommie_Lee,,2B-1B,,mcconnell/McConnell,,playing,
,Denver,1964.0,,Pacific Coast,,Aaron_Tommie_Lee,,1B-2B-OF,,mcconnell/McConnell,,playing,
,Milwaukee,1965.0,,National,,Aaron_Tommie_Lee,,1B,,mcconnell/McConnell,,playing,
,Atlanta,1965.0,,International,,Aaron_Tommie_Lee,,2B-1B-OF-3B,,mcconnell/McConnell,,playing,
,Richmond,1966.0,,International,,Aaron_Tommie_Lee,,1B-OF-3B,,mcconnell/McConnell,,playing,
,Richmond,1967.0,,International,,Aaron_Tommie_Lee,,OF-1B-2B,,mcconnell/McConnell,,playing,
,Atlanta,1968.0,,National,,Aaron_Tommie_Lee,,OF-1B-3B,,mcconnell/McConnell,,playing,
,Atlanta,1969.0,,National,,Aaron_Tommie_Lee,,1B-OF,,mcconnell/McConnell,,playing,
,Atlanta,1970.0,,National,,Aaron_Tommie_Lee,,1B-OF,,mcconnell/McConnell,,playing,
,Richmond,1971.0,,International,,Aaron_Tommie_Lee,,3B-1B-OF,,mcconnell/McConnell,,playing,
,Atlanta,1971.0,,National,,Aaron_Tommie_Lee,,1B-3B,,mcconnell/McConnell,,playing,
,Richmond,1972.0,,International,,Aaron_Tommie_Lee,,1B-3B-OF,,mcconnell/McConnell,,playing,
,Savannah,1973.0,,Southern,,Aaron_Tommie_Lee,,1B,,mcconnell/McConnell,,playing,
,Henderson,1938.0,,East Texas,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Tacoma,1939.0,,Western International,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Tacoma,1940.0,,Western International,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Tacoma,1941.0,,Western International,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Tacoma,1942.0,,Western International,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,San Diego,1943.0,,Pacific Coast,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,San Diego,1944.0,,Pacific Coast,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,San Diego,1945.0,,Pacific Coast,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Tacoma,1946.0,,Western International,,Abbott_Morrison_Harold,,OF,,mcconnell/McConnell,,playing,
,Oakland,1937.0,,Pacific Coast,,Abreu_Joseph_Lawrence,,SS,,mcconnell/McConnell,,playing,
,Spokane,1937.0,,Western International,,Abreu_Joseph_Lawrence,,SS-3B,,mcconnell/McConnell,,playing,
,Oakland,1938.0,,Pacific Coast,,Abreu_Joseph_Lawrence,,OF-3B-SS,,mcconnell/McConnell,,playing,
,Oakland,1939.0,,Pacific Coast,,Abreu_Joseph_Lawrence,,3B-OF,,mcconnell/McConnell,,playing,
,Fort Worth,1940.0,,Texas,,Abreu_Joseph_Lawrence,,OF-SS-3B,,mcconnell/McConnell,,playing,
,Fort Worth,1941.0,,Texas,,Abreu_Joseph_Lawrence,,3B,,mcconnell/McConnell,,playing,
,Milwaukee,1941.0,,American Association,,Abreu_Joseph_Lawrence,,2B-3B,,mcconnell/McConnell,,playing,
,Cincinnati,1942.0,,National,,Abreu_Joseph_Lawrence,,3B-2B,,mcconnell/McConnell,,playing,
,Newark,1942.0,,International,,Abreu_Joseph_Lawrence,,OF,,mcconnell/McConnell,,playing,
,Wellsville,1946.0,,Pennsylvania-Ontario-New York,,Abreu_Joseph_Lawrence,,2B-3B,,mcconnell/McConnell,,playing,
,Newnan,1947.0,,Georgia-Alabama,,Abreu_Joseph_Lawrence,,2B,,mcconnell/McConnell,,playing,
,Dayton,1947.0,,Ohio State,,Abreu_Joseph_Lawrence,,OF,,mcconnell/McConnell,,playing,
,Tampa,1948.0,,Florida International,,Abreu_Joseph_Lawrence,,3B,,mcconnell/McConnell,,playing,
,Santa Rosa,1949.0,,Far West,,Abreu_Joseph_Lawrence,,3B,,mcconnell/McConnell,,playing,
,Jackson,1935.0,,East Dixie,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Jackson,1936.0,,Cotton States,,Adair_Marion_Danne,,SS,,mcconnell/McConnell,,playing,
,Knoxville,1937.0,,Southern Association,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Winston-Salem,1937.0,,Piedmont,,Adair_Marion_Danne,,SS,,mcconnell/McConnell,,playing,
,Elmira,1938.0,,Eastern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Winston-Salem,1938.0,,Piedmont,,Adair_Marion_Danne,,SS-2B,,mcconnell/McConnell,,playing,
,Rocky Mount,1939.0,,Piedmont,,Adair_Marion_Danne,,SS,,mcconnell/McConnell,,playing,
,Montgomery,1940.0,,Southeastern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Montgomery,1941.0,,Southeastern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Memphis,1942.0,,Southern Association,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Memphis,1946.0,,Southern Association,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Memphis,1947.0,,Southern Association,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Jackson,1947.0,,Southeastern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Jackson,1948.0,,Southeastern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Owensboro,1949.0,,Kitty,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Bluefield,1950.0,,Appalachian,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Eau Claire,1951.0,,Northern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Eau Claire,1952.0,,Northern,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,El Dorado,1953.0,,Cotton States,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,El Dorado,1954.0,,Cotton States,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Panama City,1955.0,,Alabama-Florida,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Valdosta,1956.0,,Georgia-Florida,,Adair_Marion_Danne,,2B,,mcconnell/McConnell,,playing,
,Reading,1919.0,,International,,Adams_Earl_John,,SS,,mcconnell/McConnell,,playing,
,Danville,1920.0,,Piedmont,,Adams_Earl_John,,SS,,mcconnell/McConnell,,playing,
,Syracuse,1921.0,,International,,Adams_Earl_John,,SS,,mcconnell/McConnell,,playing,
,Wichita Falls,1922.0,,Texas,,Adams_Earl_John,,3B,,mcconnell/McConnell,,playing,
,Chicago,1922.0,,National,,Adams_Earl_John,,2B,,mcconnell/McConnell,,playing,
,Chicago,1923.0,,National,,Adams_Earl_John,,SS-OF,,mcconnell/McConnell,,playing,
,Chicago,1924.0,,National,,Adams_Earl_John,,SS-2B,,mcconnell/McConnell,,playing,
,Chicago,1925.0,,National,,Adams_Earl_John,,2B-SS,,mcconnell/McConnell,,playing,
,Chicago,1926.0,,National,,Adams_Earl_John,,2B-3B-SS,,mcconnell/McConnell,,playing,
,Chicago,1927.0,,National,,Adams_Earl_John,,2B-3B-SS,,mcconnell/McConnell,,playing,
,Pittsburgh,1928.0,,National,,Adams_Earl_John,,2B-SS-OF,,mcconnell/McConnell,,playing,
,Pittsburgh,1929.0,,National,,Adams_Earl_John,,SS-2B-3B-OF,,mcconnell/McConnell,,playing,
,St. Louis,1930.0,,National,,Adams_Earl_John,,3B-2B-SS,,mcconnell/McConnell,,playing,
,St. Louis,1931.0,,National,,Adams_Earl_John,,3B-SS,,mcconnell/McConnell,,playing,
,St. Louis,1932.0,,National,,Adams_Earl_John,,3B,,mcconnell/McConnell,,playing,
,St. Louis/Cincinnati,1933.0,,National,,Adams_Earl_John,,3B-SS,,mcconnell/McConnell,,playing,
,Cincinnati,1934.0,,National,,Adams_Earl_John,,3B-2B,,mcconnell/McConnell,,playing,
,Rochester,1935.0,,International,,Adams_Earl_John,,3B-2B,,mcconnell/McConnell,,playing,
,Columbus,1935.0,,American Association,,Adams_Earl_John,,2B-SS,,mcconnell/McConnell,,playing,
,Springfield,1935.0,,Western Association,,Adams_Elvin_Clark,,3B,,mcconnell/McConnell,,playing,
,Sacramento,1936.0,,Pacific Coast,,Adams_Elvin_Clark,,OF-3B,,mcconnell/McConnell,,playing,
,Sacramento,1937.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Sacramento,1938.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Columbus,1939.0,,American Association,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Sacramento,1939.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,St. Louis,1939.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Rochester,1940.0,,International,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Sacramento,1941.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Sacramento,1942.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,St. Louis/Philadelphia,1943.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Philadelphia,1944.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Philadelphia/St. Louis,1945.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,St. Louis,1946.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Philadelphia,1947.0,,National,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,San Diego,1948.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,San Diego,1949.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,San Diego,1950.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,San Diego/San Francisco,1951.0,,Pacific Coast,,Adams_Elvin_Clark,,OF,,mcconnell/McConnell,,playing,
,Ogden,1939.0,,Pioneer,,Adams_Robert_Henry,,2B,,mcconnell/McConnell,,playing,
,Ogden,1940.0,,Pioneer,,Adams_Robert_Henry,,2B-OF,,mcconnell/McConnell,,playing,
,Columbia,1941.0,,South Atlantic,,Adams_Robert_Henry,,2B,,mcconnell/McConnell,,playing,
,Syracuse,1942.0,,International,,Adams_Robert_Henry,,2B,,mcconnell/McConnell,,playing,
,Cincinnati,1946.0,,National,,Adams_Robert_Henry,,2B-OF-3B,,mcconnell/McConnell,,playing,
,Cincinnati,1947.0,,National,,Adams_Robert_Henry,,2B,,mcconnell/McConnell,,playing,
,Cincinnati,1948.0,,National,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Cincinnati,1949.0,,National,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Cincinnati,1950.0,,National,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Cincinnati,1951.0,,National,,Adams_Robert_Henry,,3B-2B-OF,,mcconnell/McConnell,,playing,
,Cincinnati,1952.0,,National,,Adams_Robert_Henry,,3B,,mcconnell/McConnell,,playing,
,Cincinnati,1953.0,,National,,Adams_Robert_Henry,,3B,,mcconnell/McConnell,,playing,
,Cincinnati,1954.0,,National,,Adams_Robert_Henry,,3B-2B,,mcconnell/McConnell,,playing,
,Cincinnati,1955.0,,National,,Adams_Robert_Henry,,3B-2B,,mcconnell/McConnell,,playing,
,Chicago,1955.0,,American,,Adams_Robert_Henry,,3B-2B,,mcconnell/McConnell,,playing,
,Baltimore,1956.0,,American,,Adams_Robert_Henry,,3B-2B,,mcconnell/McConnell,,playing,
,San Antonio,1956.0,,Texas,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Portland,1957.0,,Pacific Coast,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Chicago,1957.0,,National,,Adams_Robert_Henry,,3B-2B,,mcconnell/McConnell,,playing,
,Chicago,1958.0,,National,,Adams_Robert_Henry,,1B-3B-2B,,mcconnell/McConnell,,playing,
,Chicago,1959.0,,National,,Adams_Robert_Henry,,1B,,mcconnell/McConnell,,playing,
,Miami,1959.0,,International,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Seattle,1959.0,,Pacific Coast,,Adams_Robert_Henry,,2B-3B,,mcconnell/McConnell,,playing,
,Charlotte,1939.0,,Piedmont,,Aderholt_Morris_Woodrow,,2B,,mcconnell/McConnell,,playing,
,Washington,1939.0,,American,,Aderholt_Morris_Woodrow,,2B,,mcconnell/McConnell,,playing,
,Springfield,1940.0,,Eastern,,Aderholt_Morris_Woodrow,,2B,,mcconnell/McConnell,,playing,
,Washington,1940.0,,American,,Aderholt_Morris_Woodrow,,2B,,mcconnell/McConnell,,playing,
,Springfield,1941.0,,Eastern,,Aderholt_Morris_Woodrow,,3B-2B,,mcconnell/McConnell,,playing,
,Washington,1941.0,,American,,Aderholt_Morris_Woodrow,,2B-3B,,mcconnell/McConnell,,playing,
,Charlotte,1942.0,,Piedmont,,Aderholt_Morris_Woodrow,,3B,,mcconnell/McConnell,,playing,
,Montgomery,1943.0,,Southern Association,,Aderholt_Morris_Woodrow,,3B,,mcconnell/McConnell,,playing,
,Montreal,1944.0,,International,,Aderholt_Morris_Woodrow,,3B-OF,,mcconnell/McConnell,,playing,
,Brooklyn,1944.0,,National,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Brooklyn/Boston,1945.0,,National,,Aderholt_Morris_Woodrow,,OF-2B,,mcconnell/McConnell,,playing,
,Indianapolis,1946.0,,American Association,,Aderholt_Morris_Woodrow,,PH-PR,,mcconnell/McConnell,,playing,
,Atlanta,1946.0,,Southern Association,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Toronto,1946.0,,International,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Toronto,1947.0,,International,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Birmingham,1947.0,,Southern Association,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Macon,1947.0,,South Atlantic,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Emporia,1948.0,,Virginia,,Aderholt_Morris_Woodrow,,OF-3B,,mcconnell/McConnell,,playing,
,Emporia,1949.0,,Virginia,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Emporia,1950.0,,Virginia,,Aderholt_Morris_Woodrow,,OF,,mcconnell/McConnell,,playing,
,Roanoke Rapids,1951.0,,Coastal Plain,,Aderholt_Morris_Woodrow,,OF-1B,,mcconnell/McConnell,,playing,
,Joplin,1937.0,,Western Association,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Joplin,1938.0,,Western Association,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Amsterdam,1938.0,,Canadian-American,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Augusta,1939.0,,South Atlantic,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Binghamton,1940.0,,Eastern,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Binghamton,1941.0,,Eastern,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Binghamton,1942.0,,Eastern,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
,Fond du Lac,1946.0,,Wisconsin State,,Adlam_James_A,,SS-2B,,mcconnell/McConnell,,playing,
,Fond du Lac,1947.0,,Wisconsin State,,Adlam_James_A,,2B-SS,,mcconnell/McConnell,,playing,
,Quincy,1948.0,,Illinois-Indiana-Iowa,,Adlam_James_A,,2B,,mcconnell/McConnell,,playing,
