first,given,last,matrilineal,nick,person,source,suffix
Red,,Baird,,,_subject,morris/1915Buckeye/AkronBeaconJournal/1,
,,Miller,,,_subject,morris/1915Buckeye/AkronBeaconJournal/2,
,,Myers,,,_subject,morris/1915Buckeye/AkronBeaconJournal/3,
,,Franken,,,_subject,morris/1915Buckeye/AkronBeaconJournal/4,
,,Price,,,_subject,morris/1915Buckeye/AkronBeaconJournal/5,
Paul,,McKee,,,_subject,morris/1915Buckeye/AkronBeaconJournal/6,
Fred,,Wilhelm,,Lefty,_subject,morris/1915Buckeye/AkronBeaconJournal/7,
,,Barnhart,,,_subject,morris/1915Buckeye/AkronBeaconJournal/8,
,,Costello,,,_subject,morris/1915Buckeye/AkronBeaconJournal/9,
,,Maguire,,,_subject,morris/1915Buckeye/AkronBeaconJournal/10,
,,Fickel,,,_subject,morris/1915Buckeye/AkronEveningTimes/1,
,,Plummer,,,_subject,morris/1915Buckeye/AkronEveningTimes/2,
,,Holler,,,_subject,morris/1915Buckeye/AkronEveningTimes/3,
Dug,,Clark,,,_subject,morris/1915Buckeye/AkronEveningTimes/4,
Bernie,,Byatt,,,_subject,morris/1915Buckeye/AkronEveningTimes/5,
George,,Linne,,,_subject,morris/1915Buckeye/AkronEveningTimes/6,
Elmer,,Hawk [Hook],,,_subject,morris/1915Buckeye/AkronEveningTimes/7,
,,Glennon,,,_subject,morris/1915Buckeye/AkronEveningTimes/8,
Gabby,,Fields,,,_subject,morris/1915Buckeye/AkronEveningTimes/9,
Dick,,Talbott,,,_subject,morris/1915Buckeye/AkronEveningTimes/10,
,,Hook,,,_subject,morris/1915Buckeye/AkronEveningTimes/11,
William,,Prout,,,_subject,morris/1915Buckeye/CantonEveningRepository/1,
Mully,,Miller,,,_subject,morris/1915Buckeye/CantonEveningRepository/2,
Billy,,Prout,,,_subject,morris/1915Buckeye/CantonEveningRepository/3,
,,Barnhart,,,_subject,morris/1915Buckeye/CantonEveningRepository/4,
Howard,,Armstrong,,,_subject,morris/1915Buckeye/CantonEveningRepository/5,
Earl,,McLaughlin,,,_subject,morris/1915Buckeye/CantonEveningRepository/6,
L. C.,,Kull,,,_subject,morris/1915Buckeye/CantonEveningRepository/7,
Harry,,Walters,,,_subject,morris/1915Buckeye/CantonEveningRepository/8,
Heinie,,Belinski,,,_subject,morris/1915Buckeye/CantonEveningRepository/9,
Lloyd,,Ramey,,,_subject,morris/1915Buckeye/CantonEveningRepository/10,
,,Carle,,,_subject,morris/1915Buckeye/CantonEveningRepository/11,
Heinie,,Belinski,,,_subject,morris/1915Buckeye/CantonEveningRepository/12,
,,Barnhart,,,_subject,morris/1915Buckeye/CantonEveningRepository/13,
,,Kirby,,,_subject,morris/1915Buckeye/CantonEveningRepository/14,
Ernie,,Lush,,,_subject,morris/1915Buckeye/CantonEveningRepository/15,
Frank,,Nesser,,,_subject,morris/1915Buckeye/CantonEveningRepository/16,
,,McGee,,,_subject,morris/1915Buckeye/CantonEveningRepository/17,
,,Hawk,,,_subject,morris/1915Buckeye/CantonEveningRepository/18,
,,Barnhart,,,_subject,morris/1915Buckeye/CantonEveningRepository/19,
Oscar,,Day,,,_subject,morris/1915Buckeye/CantonEveningRepository/20,
Vic,,Johnson,,,_subject,morris/1915Buckeye/CantonEveningRepository/21,
Vic,,Johnson,,,_subject,morris/1915Buckeye/CantonEveningRepository/22,
Al,,Lawson,,,_subject,morris/1915Buckeye/CantonEveningRepository/23,
,,Myers,,,_subject,morris/1915Buckeye/CantonEveningRepository/24,
,,Allison,,,_subject,morris/1915Buckeye/CantonEveningRepository/25,
Harve,,Pastorius,,,_subject,morris/1915Buckeye/CantonEveningRepository/26,
,,Linne,,,_subject,morris/1915Buckeye/CantonEveningRepository/27,
,,Samuels,,,_subject,morris/1915Buckeye/CantonEveningRepository/28,
Pete,,Schisler,,,_subject,morris/1915Buckeye/CantonEveningRepository/29,
,,Thoma,,,_subject,morris/1915Buckeye/CantonEveningRepository/30,
,,Bonnin,,,_subject,morris/1915Buckeye/CantonEveningRepository/31,
,,Neer,,,_subject,morris/1915Buckeye/CantonEveningRepository/32,
,,Price,,,_subject,morris/1915Buckeye/CantonEveningRepository/33,
Al,,Leak,,,_subject,morris/1915Buckeye/CantonEveningRepository/34,
Sandy,,Murray,,,_subject,morris/1915Buckeye/CantonEveningRepository/35,
Dick,,Malloy,,,_subject,morris/1915Buckeye/CantonEveningRepository/36,
Al,,Schweizter,,,_subject,morris/1915Buckeye/CantonEveningRepository/37,
Fred,,Wilhelm,,Lefty,_subject,morris/1915Buckeye/CantonEveningRepository/38,
Luther,,Bonnin,,,_subject,morris/1915Buckeye/CantonEveningRepository/39,
Buzz,,Wetzel,,,_subject,morris/1915Buckeye/CantonEveningRepository/40,
Ed,,Cattcott,,,_subject,morris/1915Buckeye/CantonEveningRepository/41,
Harry,,Spahr,,,_subject,morris/1915Buckeye/CantonEveningRepository/42,
Henry,,Bellinski,,,_subject,morris/1915Buckeye/CantonEveningRepository/43,
Frank,,Long,,,_subject,morris/1915Buckeye/CantonEveningRepository/44,
Harley,,Humphreys,,,_subject,morris/1915Buckeye/CantonEveningRepository/45,
Bunny,,Pierce,,,_subject,morris/1915Buckeye/CantonEveningRepository/46,
,,Malloy,,,_subject,morris/1915Buckeye/CantonEveningRepository/47,
,,Lamb,,,_subject,morris/1915Buckeye/CantonEveningRepository/48,
Erve,,Wratten,,,_subject,morris/1915Buckeye/CantonEveningRepository/49,
Tad,,Drake,,,_subject,morris/1915Buckeye/CantonEveningRepository/50,
Brickhouse,,Blanchard,,,_subject,morris/1915Buckeye/CantonEveningRepository/51,
,,Connors,,,_subject,morris/1915Buckeye/CantonEveningRepository/52,
Dad,,Clark,,,_subject,morris/1915Buckeye/CantonEveningRepository/53,
,,McKee,,,_subject,morris/1915Buckeye/CantonEveningRepository/54,
,,Barnhart,,,_subject,morris/1915Buckeye/CantonEveningRepository/55,
,,Bostick,,,_subject,morris/1915Buckeye/CantonEveningRepository/56,
,,Price,,,_subject,morris/1915Buckeye/CantonEveningRepository/57,
Buck,,Patton,,,_subject,morris/1915Buckeye/CantonEveningRepository/58,
Edward,,Beeney,,,_subject,morris/1915Buckeye/ChillicotheGazette/1,
Harry,,Blanchard,,,_subject,morris/1915Buckeye/ChillicotheGazette/2,
Henry,,Blanchard,,,_subject,morris/1915Buckeye/ChillicotheGazette/3,
Henry,,Blanchard,,,_subject,morris/1915Buckeye/ChillicotheGazette/4,
Joe,,Lamb,,,_subject,morris/1915Buckeye/ChillicotheGazette/5,
,,Yockey,,,_subject,morris/1915Buckeye/CincinnatiEnquirer/1,
,,Costello,,,_subject,morris/1915Buckeye/CincinnatiEnquirer/2,
,,Warner,,,_subject,morris/1915Buckeye/CincinnatiEnquirer/3,
Ernest,,Hook,,,_subject,morris/1915Buckeye/CoshoctonMorningTribune/1,
Cliff,,Yockey,,,_subject,morris/1915Buckeye/HamiltonEveningJournal/1,
Frank,,Moore,,,_subject,morris/1915Buckeye/LancasterEagleGazette/1,
Sandy,,Murray,,,_subject,morris/1915Buckeye/LimaNews/1,
Burley,,Peterman,,,_subject,morris/1915Buckeye/LimaNews/2,
,,Drum,,,_subject,morris/1915Buckeye/LimaNews/3,
Howard,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/4,
Al,,Newnham,,,_subject,morris/1915Buckeye/LimaNews/5,
,,Dunkle,,,_subject,morris/1915Buckeye/LimaNews/6,
,,Wolle,,,_subject,morris/1915Buckeye/LimaNews/7,
Emmett,,Hennessy,,,_subject,morris/1915Buckeye/LimaNews/8,
,,Price,,,_subject,morris/1915Buckeye/LimaNews/9,
,,Reynolds,,,_subject,morris/1915Buckeye/LimaNews/10,
,,Cronin,,,_subject,morris/1915Buckeye/LimaNews/11,
Jimmie,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/12,
Howard,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/13,
Paul,Paul B.,Wreath,,,_subject,morris/1915Buckeye/LimaNews/14,
Erve,,Wratton,,,_subject,morris/1915Buckeye/LimaNews/15,
Frank,,Long,,,_subject,morris/1915Buckeye/LimaNews/16,
Harley,,Humphryes,,,_subject,morris/1915Buckeye/LimaNews/17,
Walter,,Warden,,,_subject,morris/1915Buckeye/LimaNews/18,
Arthur,,Bond,,,_subject,morris/1915Buckeye/LimaNews/19,
,,Hall,,,_subject,morris/1915Buckeye/LimaNews/20,
,,Orndolf,,,_subject,morris/1915Buckeye/LimaNews/21,
Red,,Judge,,,_subject,morris/1915Buckeye/LimaNews/22,
,,Holden,,,_subject,morris/1915Buckeye/LimaNews/23,
Hez,,Breymeyer,,,_subject,morris/1915Buckeye/LimaNews/24,
,,McFarland,,,_subject,morris/1915Buckeye/LimaNews/25,
Jim,,Maroney,,,_subject,morris/1915Buckeye/LimaNews/26,
Walter,,Warden,,,_subject,morris/1915Buckeye/LimaNews/27,
Jim,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/28,
,,Reynolds,,,_subject,morris/1915Buckeye/LimaNews/29,
,,Price,,,_subject,morris/1915Buckeye/LimaNews/30,
,,Bond,,,_subject,morris/1915Buckeye/LimaNews/31,
,,Hall,,,_subject,morris/1915Buckeye/LimaNews/32,
,,Day,,,_subject,morris/1915Buckeye/LimaNews/33,
,,Kull,,,_subject,morris/1915Buckeye/LimaNews/34,
,,Swizter,,,_subject,morris/1915Buckeye/LimaNews/35,
,,Poad,,,_subject,morris/1915Buckeye/LimaNews/36,
Ray,,Clark,,,_subject,morris/1915Buckeye/LimaNews/37,
,,McClelland,,,_subject,morris/1915Buckeye/LimaNews/38,
Al,,Schweitzer,,,_subject,morris/1915Buckeye/LimaNews/39,
Leo,,Walker,,,_subject,morris/1915Buckeye/LimaNews/40,
Jim,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/41,
,,McClelland,,,_subject,morris/1915Buckeye/LimaNews/42,
Leon,,Reynolds,,Skinny,_subject,morris/1915Buckeye/LimaNews/43,
Bill,,Matthews,,,_subject,morris/1915Buckeye/LimaNews/44,
Ollie,,Chapman,,,_subject,morris/1915Buckeye/LimaNews/45,
,,McKee,,,_subject,morris/1915Buckeye/LimaNews/46,
Bill,,Matthews,,,_subject,morris/1915Buckeye/LimaNews/47,
Burley,,Peterman,,,_subject,morris/1915Buckeye/LimaNews/48,
,,McCloskey,,,_subject,morris/1915Buckeye/LimaNews/49,
Jimmie,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/50,
,,Egan,,,_subject,morris/1915Buckeye/LimaNews/51,
Frank,,Nesser,,,_subject,morris/1915Buckeye/LimaNews/52,
Bernie,,Byatt,,,_subject,morris/1915Buckeye/LimaNews/53,
,,Orendorf,,,_subject,morris/1915Buckeye/LimaNews/54,
Al,,Leake,,,_subject,morris/1915Buckeye/LimaNews/55,
Clyde,,Goodwin,,,_subject,morris/1915Buckeye/LimaNews/56,
Chick,,Evans,,,_subject,morris/1915Buckeye/LimaNews/57,
,,Byatt,,,_subject,morris/1915Buckeye/LimaNews/58,
,,Fickel,,,_subject,morris/1915Buckeye/LimaNews/59,
W.,,Clark,,,_subject,morris/1915Buckeye/LimaNews/60,
,,Connors,,,_subject,morris/1915Buckeye/LimaNews/61,
,,Connors,,,_subject,morris/1915Buckeye/LimaNews/62,
,,Ferguson,,,_subject,morris/1915Buckeye/LimaNews/63,
,,McClosky,,,_subject,morris/1915Buckeye/LimaNews/64,
,,Miller,,,_subject,morris/1915Buckeye/LimaNews/65,
Jimmie,,Maroney,,,_subject,morris/1915Buckeye/LimaNews/66,
Howard,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/67,
Red,,Hart,,,_subject,morris/1915Buckeye/LimaNews/68,
,,McKee,,,_subject,morris/1915Buckeye/LimaNews/69,
Harvey,,Pastorius,,,_subject,morris/1915Buckeye/LimaNews/70,
Howard,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/71,
Howard,,Malloy,,,_subject,morris/1915Buckeye/LimaNews/72,
Walter,,Warden,,,_subject,morris/1915Buckeye/LimaNews/73,
,,Pickett,,,_subject,morris/1915Buckeye/LimaNews/74,
Ralph,,Fletcher,,,_subject,morris/1915Buckeye/LimaNews/75,
,,Roudebush,,,_subject,morris/1915Buckeye/LimaNews/76,
Jake,,Walker,,,_subject,morris/1915Buckeye/LimaNews/77,
Lester,,Schnitzer,,,_subject,morris/1915Buckeye/LimaNews/78,
Slim,,Drum,,,_subject,morris/1915Buckeye/LimaNews/79,
Harry,,McClusky,,,_subject,morris/1915Buckeye/LimaNews/80,
Boggs,,McClelland,,,_subject,morris/1915Buckeye/LimaNews/81,
Charley,,Pickett,,,_subject,morris/1915Buckeye/LimaNews/82,
Rabbit,,Miller,,,_subject,morris/1915Buckeye/LimaNews/83,
Chester,,Blue,,,_subject,morris/1915Buckeye/LimaNews/84,
Burley,,Piert,,,_subject,morris/1915Buckeye/LimaNews/85,
Red,,Baird,,,_subject,morris/1915Buckeye/LimaNews/86,
Fred,,Wilhelm,,,_subject,morris/1915Buckeye/LimaNews/87,
Raymond,,McGivern,,,_subject,morris/1915Buckeye/MansfieldNewsJournal/1,
,,Thoma,,,_subject,morris/1915Buckeye/MarionStar/1,
Lawrence,,Hoffman,,,_subject,morris/1915Buckeye/MarionStar/2,
Glen,,Price,,,_subject,morris/1915Buckeye/MarionStar/3,
,,Leake,,,_subject,morris/1915Buckeye/MarionStar/4,
Sandy,,Murray,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/1,
Al,,Newnham,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/2,
Dean,,Richmond,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/3,
Dorsey,,Jones,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/4,
Lee,,Charles,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/5,
Fred,,Clarke,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/6,
L.C.,,Kull,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/7,
Frank,,Nesser,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/8,
Charles,,Staker,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/9,
Ed,,Winston,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/10,
Lee,,Charles,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/11,
Russell,,Palmer,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/12,
Homer,Homer E.,Martin,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/13,
L.C.,,Hunt,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/14,
Ed,,Bowies,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/15,
Samuel,,Sher,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/16,
Robert,,Crowthers,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/17,
Dorsey,,Jones,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/18,
Henry,,Daugherty,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/19,
Albert,,Deitch,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/20,
Robert,,Rolston,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/21,
Foster,,Sandrock,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/22,
Tom,,Knowlson,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/23,
Ralph,,Tennant,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/24,
Cecil,,Boughner,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/25,
Nace,,McCullough,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/26,
Will,,Wharton,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/27,
Frank,,Long,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/28,
L.C.,,Kull,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/29,
John,,Butler,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/30,
Charles,,Syriker,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/31,
,,Riley,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/32,
Pete,,McFarland,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/33,
,,Blanchard,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/34,
Ted,,Drake,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/35,
,,Crouthers,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/36,
,,Farrell,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/37,
,,McFarland,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/38,
,,Blanchard,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/39,
,,Farrell,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/40,
Bunny,,Pearce,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/41,
Lefty,,Wilhelm,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/42,
Lefty,,Connors,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/43,
,,Price,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/44,
,,Miller,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/45,
Red,,Baird,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/46,
,,Malloy,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/47,
,,Lamb,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/48,
,,Miller,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/49,
,,McFarland,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/50,
,,Malloy,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/51,
,,Evans,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/52,
Frank,,Long,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/53,
,,Deltrick,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/54,
,,Beeney,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/55,
,,Pastorious,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/56,
Chick,,Evans,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/57,
Tom,,Dillon,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/58,
Ned,,Crowder,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/59,
Clyde,,Goodwin,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/60,
Ned,,Crowder,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/61,
,,Bluebaugh,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/62,
,,Hancock,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/63,
Harry,,Hanna,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/64,
,,Benner,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/65,
Tom,,Plummer [Plumber],,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/66,
,,Geiger,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/67,
Walter,,Blubaugh,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/68,
Joe,,Orendorf,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/69,
,,Hendrickson,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/70,
,,Matthews,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/71,
Guy,,Geiger,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/72,
Al,,Schweitzer,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/73,
Art,,Bond,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/74,
Tom,,Plummer,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/75,
James,,Black,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/76,
Henry,,Daugherty,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/77,
Sandy,,Murray,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/78,
Andy,,McClelland,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/79,
Sandy,,Murray,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/80,
,,Shoner,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/81,
Charles,,Pickett,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/82,
,,Thropp,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/83,
Dick,,Talbott,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/84,
Dave,,Reese,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/85,
,,Moore,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/86,
,,Moore,,,_subject,morris/1915Buckeye/NewarkDailyAdvocate/87,
Allen,,Roudebush,,,_subject,morris/1915Buckeye/UniontownMorningHerald/1,
Red,,Baird,,,_subject,morris/1915Buckeye/ZanesvilleTimesRecorder/1,
John,,Barnhart,,,_subject,morris/1915Buckeye/ZanesvilleTimesRecorder/2,
Earl,,Witmer,,,_subject,morris/1915NorthCarolinaState/AllentonDemocra/1,
Earl,,Witmer,,,_subject,morris/1915NorthCarolinaState/AllentownMorningCall/1,
Clarence,,Yon,,,_subject,morris/1915NorthCarolinaState/AltoonaTribune/1,
,,Anderson,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/1,
,,Ferris,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/2,
,,Ostemeyer,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/3,
,,Finny,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/4,
,,Kelly,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/5,
,,Bell,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/6,
,,Carroll,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/7,
Al,,Bumb,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/8,
George,George W.,Frye,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/9,
Ed,,Jackson,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/10,
Fred,,Ostemeyer,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/11,
Joe,,Antley,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/12,
Russell,,Betsill,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/13,
,,Brittain,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/14,
Dick,,Chambers,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/15,
Dick,,Chambers,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/16,
Thomas,,Egan,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/17,
,,Ferebee,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/18,
Paul,,Ingle,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/19,
Buck,,Rowe,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/20,
,,Trenkle,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/21,
Carl,,Scull,,,_subject,morris/1915NorthCarolinaState/AshevilleCitizenTimes/22,
Hollis,,Atkinson,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,
Thomas,,Egan,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/2,
Lee,,Gooch,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/3,
,,Groome,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/4,
Fred,,Steinbach,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/5,
George,,Fenton,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/6,
Bob,,Schuyler,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,
M. M.,,Kirke,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/8,
Morris,,Lynch,,,_subject,morris/1915NorthCarolinaState/AshevilleGazetteNews/9,
Jose Maria,,Gutierrez,,,_subject,morris/1915NorthCarolinaState/AtlantaConstitution/1,
Jose Maria,,Gutierrez,,,_subject,morris/1915NorthCarolinaState/AtlantaConstitution/2,
Charlie,,Lile,,,_subject,morris/1915NorthCarolinaState/AtlantaConstitution/3,
,,Pratt,,,_subject,morris/1915NorthCarolinaState/AtlantaConstitution/4,
Mel,,Pratt,,,_subject,morris/1915NorthCarolinaState/AtlantaConstitution/5,
Allen,,Carnes,,,_subject,morris/1915NorthCarolinaState/BigStoneGapPos/1,
,,Gutierrez,,,_subject,morris/1915NorthCarolinaState/BinghamtonPressSunBulletin/1,
Allen,,Carnes,,,_subject,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/1,
Dave,,Potter,,,_subject,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/2,
,,Bixby,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/1,
Lee,,Gooch,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/2,
Irving,,Groome,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/3,
,,Christenbury,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/4,
William,,Hoberg,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/5,
Manuel,,Jiminez,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/6,
I. P.,,Ingle,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/7,
Harry,,Smith,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/8,
,,Joplin,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/9,
,,O'Byrne,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/10,
,,O'Byrne,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/11,
Mel,,Pratt,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/12,
,,Robinson,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/13,
J. R.,,Robinson,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/14,
,,Wells,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/15,
,,Shankey,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/16,
,,Sindler,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/17,
Charlie,,Sisson,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/18,
,,Sykes,,,_subject,morris/1915NorthCarolinaState/CharlotteNews/19,
Robert,,Altman,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/1,
Walter,Walter N.,Best,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/2,
Herman,,Schwartze [Schwartje],,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/3,
Harry,,Cotter,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/4,
George,,Mohart,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/5,
G. M.,,McWhorter,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/6,
Red,,Rowe,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/7,
John,,Whalen,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/8,
R.R.,,Houck,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/9,
Claude,Claude C.,Howell,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/10,
Hal,J. Hal,Teague,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/11,
E.H.,,McBane,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/12,
D.B.,,High,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/13,
L.J.,,Sheehan,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/14,
Charles,,Van Horn,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/15,
Ernest,,Welch,,,_subject,morris/1915NorthCarolinaState/CharlotteObserver/16,
