first,given,last,matrilineal,nick,person,source,suffix
,,Fillingim,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/85,
,,Bankston,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/86,
Bill,Langdon G.,Clark,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/87,
Ed,,Lauzon,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/88,
Ned,,Ezell,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/89,
Emmet,,Cain,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/90,
Larry,,Cheney,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/91,
Jack,,Cates,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/92,
Eddie,,Sabrie,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/93,
Walter,,Smallwood,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/94,
Babe,Milton,Adams,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/95,
Buck,,Taylor,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/96,
,,Wickenhofer,,,_subject,morris/1915SouthAtlantic/ColumbiaRecord/97,
,,Chalker,,,_subject,morris/1915SouthAtlantic/ColumbiaState/1,
,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/2,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/3,
,,Koehler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/4,
Tiny,,Stewart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/5,
,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/6,
Red,,Bartels,,,_subject,morris/1915SouthAtlantic/ColumbiaState/7,
,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/8,
,,Kirk,,,_subject,morris/1915SouthAtlantic/ColumbiaState/9,
,,Pokorney,,,_subject,morris/1915SouthAtlantic/ColumbiaState/10,
,,Benson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/11,
George,,Shafer,,,_subject,morris/1915SouthAtlantic/ColumbiaState/12,
C.H.,,Pfirman,,,_subject,morris/1915SouthAtlantic/ColumbiaState/13,
Rube,,Parent,,,_subject,morris/1915SouthAtlantic/ColumbiaState/14,
Claud,,Rossback,,,_subject,morris/1915SouthAtlantic/ColumbiaState/15,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/16,
,,Nally,,,_subject,morris/1915SouthAtlantic/ColumbiaState/17,
,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/18,
,,Hooper,,,_subject,morris/1915SouthAtlantic/ColumbiaState/19,
,,Porkorney,,,_subject,morris/1915SouthAtlantic/ColumbiaState/20,
,,Durmeyer,,,_subject,morris/1915SouthAtlantic/ColumbiaState/21,
,,Harris,,,_subject,morris/1915SouthAtlantic/ColumbiaState/22,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/23,
,,Kohler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/24,
,,Erhman,,,_subject,morris/1915SouthAtlantic/ColumbiaState/25,
Bert,,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/26,
,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/27,
,,Bartell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/28,
,,Plympton,,,_subject,morris/1915SouthAtlantic/ColumbiaState/29,
,,Schultz,,,_subject,morris/1915SouthAtlantic/ColumbiaState/30,
,,Gilliam,,,_subject,morris/1915SouthAtlantic/ColumbiaState/31,
,,Corley,,,_subject,morris/1915SouthAtlantic/ColumbiaState/32,
Roy,,Green,,,_subject,morris/1915SouthAtlantic/ColumbiaState/33,
Dutch,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/34,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/35,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/36,
Billy,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/37,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/38,
Bert,,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/39,
Connie,,Lewis,,,_subject,morris/1915SouthAtlantic/ColumbiaState/40,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/41,
M.L.,,Porkorney,,,_subject,morris/1915SouthAtlantic/ColumbiaState/42,
G. W.,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/43,
C.G.,,Gilliam,,,_subject,morris/1915SouthAtlantic/ColumbiaState/44,
Bert,D. A.,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/45,
R. C.,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/46,
Arthur,,Kohler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/47,
Eugene,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/48,
M. M.,,Kirk,,,_subject,morris/1915SouthAtlantic/ColumbiaState/49,
Philip,,Alvarez,,,_subject,morris/1915SouthAtlantic/ColumbiaState/50,
William,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/51,
William,William H.,Becker,,,_subject,morris/1915SouthAtlantic/ColumbiaState/52,
L. E.,,Hooper,,,_subject,morris/1915SouthAtlantic/ColumbiaState/53,
Martin,,Schulz,,,_subject,morris/1915SouthAtlantic/ColumbiaState/54,
Roy,Roy J.,Green,,,_subject,morris/1915SouthAtlantic/ColumbiaState/55,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/56,
Dutch,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/57,
R. W.,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/58,
H. G.,,Muldrow,,,_subject,morris/1915SouthAtlantic/ColumbiaState/59,
F. C.,,O'Brien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/60,
,,Corley,,,_subject,morris/1915SouthAtlantic/ColumbiaState/61,
M.,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/62,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/63,
Connie,,Lewis,,,_subject,morris/1915SouthAtlantic/ColumbiaState/64,
,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/65,
,,Prian,,,_subject,morris/1915SouthAtlantic/ColumbiaState/66,
,,Bartelle,,,_subject,morris/1915SouthAtlantic/ColumbiaState/67,
,,Kollinger,,,_subject,morris/1915SouthAtlantic/ColumbiaState/68,
,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/69,
Bob,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/70,
,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/71,
,,Bartell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/72,
Connie,Earle,Lewis,,,_subject,morris/1915SouthAtlantic/ColumbiaState/73,
,,Kallinger,,,_subject,morris/1915SouthAtlantic/ColumbiaState/74,
,,Gilliam,,,_subject,morris/1915SouthAtlantic/ColumbiaState/75,
,,Dantzler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/76,
,,Corley,,,_subject,morris/1915SouthAtlantic/ColumbiaState/77,
Billy,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/78,
Red,,Basham,,,_subject,morris/1915SouthAtlantic/ColumbiaState/79,
Buster,,Powell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/80,
George,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/81,
Eddie,,Foster,,Babe,_subject,morris/1915SouthAtlantic/ColumbiaState/82,
Dick,,Lowery,,,_subject,morris/1915SouthAtlantic/ColumbiaState/83,
Norman,,Munn,,,_subject,morris/1915SouthAtlantic/ColumbiaState/84,
George,,Bope,,,_subject,morris/1915SouthAtlantic/ColumbiaState/85,
George,,Mack,,,_subject,morris/1915SouthAtlantic/ColumbiaState/86,
Dick,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/87,
James,James H.,Bowden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/88,
J. J.,,O'Brien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/89,
Thomas,Thomas H.,Wall,,,_subject,morris/1915SouthAtlantic/ColumbiaState/90,
Joseph,,Myer,,,_subject,morris/1915SouthAtlantic/ColumbiaState/91,
George,,Stinson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/92,
Buck,,Taylor,,,_subject,morris/1915SouthAtlantic/ColumbiaState/93,
Pierce,,DuBose,,,_subject,morris/1915SouthAtlantic/ColumbiaState/94,
Emmett,,Cane,,,_subject,morris/1915SouthAtlantic/ColumbiaState/95,
Joe,,Wood,,,_subject,morris/1915SouthAtlantic/ColumbiaState/96,
,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/97,
,,O'Brien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/98,
,,Becker,,,_subject,morris/1915SouthAtlantic/ColumbiaState/99,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/100,
,,Kirk,,,_subject,morris/1915SouthAtlantic/ColumbiaState/101,
Floyd,,Bartels,,,_subject,morris/1915SouthAtlantic/ColumbiaState/102,
Ray,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/103,
Bob,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/104,
Bob,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/105,
,,Alverez,,,_subject,morris/1915SouthAtlantic/ColumbiaState/106,
Art,,Koehler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/107,
Lefty,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/108,
H. H.,,Kirk,,,_subject,morris/1915SouthAtlantic/ColumbiaState/109,
,,O'Brien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/110,
,,Becker,,,_subject,morris/1915SouthAtlantic/ColumbiaState/111,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/112,
,,Brian,,,_subject,morris/1915SouthAtlantic/ColumbiaState/113,
,,Kollinger,,,_subject,morris/1915SouthAtlantic/ColumbiaState/114,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/115,
Connie,,Lewis,,,_subject,morris/1915SouthAtlantic/ColumbiaState/116,
,,Nally,,,_subject,morris/1915SouthAtlantic/ColumbiaState/117,
Raymond,,Lee,,,_subject,morris/1915SouthAtlantic/ColumbiaState/118,
,,Hooper,,,_subject,morris/1915SouthAtlantic/ColumbiaState/119,
,,Poole,,,_subject,morris/1915SouthAtlantic/ColumbiaState/120,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/121,
Dick,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/122,
Billy,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/123,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/124,
Tommy,Thomas S.,McMillan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/125,
Pierce,,DuBose,,,_subject,morris/1915SouthAtlantic/ColumbiaState/126,
Bert,,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/127,
Bob,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/128,
Micky,,O'Brien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/129,
Dick,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/130,
Olin,,Perritt,,,_subject,morris/1915SouthAtlantic/ColumbiaState/131,
Bob,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/132,
,,McCoy,,,_subject,morris/1915SouthAtlantic/ColumbiaState/133,
,,Kirk,,,_subject,morris/1915SouthAtlantic/ColumbiaState/134,
,,Prien,,,_subject,morris/1915SouthAtlantic/ColumbiaState/135,
,,Gilliam,,,_subject,morris/1915SouthAtlantic/ColumbiaState/136,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/137,
,,Muldrow,,,_subject,morris/1915SouthAtlantic/ColumbiaState/138,
,,Koehler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/139,
,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/140,
,,Bartell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/141,
,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/142,
,,Pokorney,,,_subject,morris/1915SouthAtlantic/ColumbiaState/143,
,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/144,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/145,
,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/146,
Dave,,Gaston,,,_subject,morris/1915SouthAtlantic/ColumbiaState/147,
Ham,,Reynolds,,,_subject,morris/1915SouthAtlantic/ColumbiaState/148,
,,Pierre,,,_subject,morris/1915SouthAtlantic/ColumbiaState/149,
,,Burmeister,,,_subject,morris/1915SouthAtlantic/ColumbiaState/150,
Ned,,Crowder,,,_subject,morris/1915SouthAtlantic/ColumbiaState/151,
,,Hill,,,_subject,morris/1915SouthAtlantic/ColumbiaState/152,
,,Scott,,,_subject,morris/1915SouthAtlantic/ColumbiaState/153,
Manuel,,Cueto,,,_subject,morris/1915SouthAtlantic/ColumbiaState/154,
Dixie,,Carroll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/155,
Jim,,Fox,,,_subject,morris/1915SouthAtlantic/ColumbiaState/156,
Roy,,Krebs,,,_subject,morris/1915SouthAtlantic/ColumbiaState/157,
Perry,Perry H.,Lipe,,,_subject,morris/1915SouthAtlantic/ColumbiaState/158,
,,Short,,,_subject,morris/1915SouthAtlantic/ColumbiaState/159,
,,Norcott,,,_subject,morris/1915SouthAtlantic/ColumbiaState/160,
,,Summerlin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/161,
,,Alton,,,_subject,morris/1915SouthAtlantic/ColumbiaState/162,
,,Pratt,,,_subject,morris/1915SouthAtlantic/ColumbiaState/163,
Grover,,Prough,,,_subject,morris/1915SouthAtlantic/ColumbiaState/164,
Sid,,Holland,,,_subject,morris/1915SouthAtlantic/ColumbiaState/165,
Harry,,Holland,,,_subject,morris/1915SouthAtlantic/ColumbiaState/165,
,,Bloom,,,_subject,morris/1915SouthAtlantic/ColumbiaState/166,
Phil,,Wells,,,_subject,morris/1915SouthAtlantic/ColumbiaState/167,
Red,,Hodge,,,_subject,morris/1915SouthAtlantic/ColumbiaState/168,
Rip,,Reagan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/169,
,,Cox,,,_subject,morris/1915SouthAtlantic/ColumbiaState/170,
Buck,,Taylor,,,_subject,morris/1915SouthAtlantic/ColumbiaState/171,
,,Eubanks,,,_subject,morris/1915SouthAtlantic/ColumbiaState/172,
,,Brazier,,,_subject,morris/1915SouthAtlantic/ColumbiaState/173,
,,Tyson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/174,
,,Stone,,,_subject,morris/1915SouthAtlantic/ColumbiaState/175,
,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/176,
Martin,Martin G.,Dudley,,,_subject,morris/1915SouthAtlantic/ColumbiaState/177,
Roy,,Johnson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/178,
Mitchell,,Davenport,,,_subject,morris/1915SouthAtlantic/ColumbiaState/179,
Harry,,Champlain,,,_subject,morris/1915SouthAtlantic/ColumbiaState/180,
Arthur,,Ogren,,,_subject,morris/1915SouthAtlantic/ColumbiaState/181,
James,,Kelly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/182,
Ted,,Smith,,,_subject,morris/1915SouthAtlantic/ColumbiaState/183,
Ed,,Ezell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/184,
Grady,,Burgess,,,_subject,morris/1915SouthAtlantic/ColumbiaState/185,
Lee,,Stone,,,_subject,morris/1915SouthAtlantic/ColumbiaState/186,
Jerry,,Neyenhouse,,,_subject,morris/1915SouthAtlantic/ColumbiaState/187,
Joe,,McManus,,,_subject,morris/1915SouthAtlantic/ColumbiaState/188,
Frank,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/189,
George,,Stinson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/190,
,,Foster,,,_subject,morris/1915SouthAtlantic/ColumbiaState/191,
,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/192,
Dick,,Lowry,,,_subject,morris/1915SouthAtlantic/ColumbiaState/193,
,,Mathieu,,,_subject,morris/1915SouthAtlantic/ColumbiaState/194,
,,Mays,,,_subject,morris/1915SouthAtlantic/ColumbiaState/195,
Norman,,Munn,,,_subject,morris/1915SouthAtlantic/ColumbiaState/196,
Timon,,Bowden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/197,
Albert,,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/198,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/199,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/200,
Dutch,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/201,
Billy,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/202,
Ned,,Ezell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/203,
Big,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/204,
Frank,,Norcum,,,_subject,morris/1915SouthAtlantic/ColumbiaState/205,
Dick,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/206,
,,Alverez,,,_subject,morris/1915SouthAtlantic/ColumbiaState/207,
Lefty,,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/208,
,,Price,,,_subject,morris/1915SouthAtlantic/ColumbiaState/209,
Pick,,Nally,,,_subject,morris/1915SouthAtlantic/ColumbiaState/210,
,,Muldrow,,,_subject,morris/1915SouthAtlantic/ColumbiaState/211,
Red,,Gust,,,_subject,morris/1915SouthAtlantic/ColumbiaState/212,
Ed,,Winston,,,_subject,morris/1915SouthAtlantic/ColumbiaState/213,
G. W.,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/213,
,,Alton,,,_subject,morris/1915SouthAtlantic/ColumbiaState/214,
Bob,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/215,
,,Cox,,,_subject,morris/1915SouthAtlantic/ColumbiaState/216,
Overton,,Pearson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/217,
Dick,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/218,
Big,,Koehler,,,_subject,morris/1915SouthAtlantic/ColumbiaState/219,
,,May,,,_subject,morris/1915SouthAtlantic/ColumbiaState/220,
Ned,,Ezell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/221,
Frank,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/222,
,,Hudnall,,,_subject,morris/1915SouthAtlantic/ColumbiaState/223,
,,Tesch,,,_subject,morris/1915SouthAtlantic/ColumbiaState/224,
,,Moore,,,_subject,morris/1915SouthAtlantic/ColumbiaState/225,
,,Pokorney,,,_subject,morris/1915SouthAtlantic/ColumbiaState/226,
George,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/227,
,,Smith,,,_subject,morris/1915SouthAtlantic/ColumbiaState/228,
Connie,,Lewis,,,_subject,morris/1915SouthAtlantic/ColumbiaState/229,
Frank,,Norcum,,,_subject,morris/1915SouthAtlantic/ColumbiaState/230,
Douglas,,Harbison,,,_subject,morris/1915SouthAtlantic/ColumbiaState/231,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/232,
Tiny,,Stuart,,,_subject,morris/1915SouthAtlantic/ColumbiaState/233,
,,Alton,,,_subject,morris/1915SouthAtlantic/ColumbiaState/234,
,,Connolly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/235,
,,Nipper,,,_subject,morris/1915SouthAtlantic/ColumbiaState/236,
Dick,,Lowry,,,_subject,morris/1915SouthAtlantic/ColumbiaState/237,
Bill,,Finnegan,,,_subject,morris/1915SouthAtlantic/ColumbiaState/238,
,,May,,,_subject,morris/1915SouthAtlantic/ColumbiaState/239,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/240,
Lee,,Correll,,,_subject,morris/1915SouthAtlantic/ColumbiaState/241,
,,Jaynes,,,_subject,morris/1915SouthAtlantic/ColumbiaState/242,
Ora,,Williams,,,_subject,morris/1915SouthAtlantic/ColumbiaState/243,
George,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/244,
Manuel,,Cueto,,,_subject,morris/1915SouthAtlantic/ColumbiaState/245,
Chuck,,Connolly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/246,
George,,Baumgardner,,,_subject,morris/1915SouthAtlantic/ColumbiaState/247,
Bob,,Mitchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/248,
Grover,,Prough,,,_subject,morris/1915SouthAtlantic/ColumbiaState/249,
Phil,,Wells,,,_subject,morris/1915SouthAtlantic/ColumbiaState/250,
Zeke,,Erwin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/251,
,,Lawrence,,,_subject,morris/1915SouthAtlantic/ColumbiaState/252,
,,Burgess,,,_subject,morris/1915SouthAtlantic/ColumbiaState/253,
Frank,,Manush,,,_subject,morris/1915SouthAtlantic/ColumbiaState/254,
Frank,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/255,
Ed,,Lauzon,,,_subject,morris/1915SouthAtlantic/ColumbiaState/256,
Jesse,,Woolfe,,,_subject,morris/1915SouthAtlantic/ColumbiaState/257,
Frank,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/258,
Zeke,,Erwin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/259,
Buck,,Taylor,,,_subject,morris/1915SouthAtlantic/ColumbiaState/260,
Dick,,Lowry,,,_subject,morris/1915SouthAtlantic/ColumbiaState/261,
Muriel,,Spaid,,,_subject,morris/1915SouthAtlantic/ColumbiaState/262,
,,Alton,,,_subject,morris/1915SouthAtlantic/ColumbiaState/263,
Jim,,Fox,,,_subject,morris/1915SouthAtlantic/ColumbiaState/264,
Ray,,Krebs,,,_subject,morris/1915SouthAtlantic/ColumbiaState/265,
John,John Dee,Voss,,,_subject,morris/1915SouthAtlantic/ColumbiaState/266,
Muriel,,Spaid,,,_subject,morris/1915SouthAtlantic/ColumbiaState/267,
Chuck,,Connolly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/268,
Dutch,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/269,
Bill,J. Langdon,Clark,,,_subject,morris/1915SouthAtlantic/ColumbiaState/270,
Lee,,Gooch,,,_subject,morris/1915SouthAtlantic/ColumbiaState/271,
Al,,Handiboe,,,_subject,morris/1915SouthAtlantic/ColumbiaState/272,
,,Winchell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/273,
,,Burgess,,,_subject,morris/1915SouthAtlantic/ColumbiaState/274,
,,Kelly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/275,
Bill,,Laval,,,_subject,morris/1915SouthAtlantic/ColumbiaState/276,
,,Patterson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/277,
,,May,,,_subject,morris/1915SouthAtlantic/ColumbiaState/278,
Dana,,Fillingem,,,_subject,morris/1915SouthAtlantic/ColumbiaState/279,
,,Hitchcock,,,_subject,morris/1915SouthAtlantic/ColumbiaState/280,
Ted,,Smith,,,_subject,morris/1915SouthAtlantic/ColumbiaState/281,
Al,,Handiboe,,,_subject,morris/1915SouthAtlantic/ColumbiaState/282,
Frank,,Norcum,,,_subject,morris/1915SouthAtlantic/ColumbiaState/283,
Bill,,Laval,,,_subject,morris/1915SouthAtlantic/ColumbiaState/284,
Eddie,,Foster,,,_subject,morris/1915SouthAtlantic/ColumbiaState/285,
George,,Stinson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/286,
Billie,,Laval,,,_subject,morris/1915SouthAtlantic/ColumbiaState/287,
Overton,,Pearson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/288,
Phil,,Wells,,,_subject,morris/1915SouthAtlantic/ColumbiaState/289,
Jesse,,Woolfe,,,_subject,morris/1915SouthAtlantic/ColumbiaState/290,
Ira,,Thomas,,,_subject,morris/1915SouthAtlantic/ColumbiaState/291,
Joe,,Lake,,,_subject,morris/1915SouthAtlantic/ColumbiaState/292,
Barney,,Kreps,,,_subject,morris/1915SouthAtlantic/ColumbiaState/293,
Zeke,,Erwin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/294,
Jack,,Hoey,,,_subject,morris/1915SouthAtlantic/ColumbiaState/295,
,,Farris,,,_subject,morris/1915SouthAtlantic/ColumbiaState/296,
Sam,,Nipper,,,_subject,morris/1915SouthAtlantic/ColumbiaState/297,
Harry,,Hartsell,,,_subject,morris/1915SouthAtlantic/ColumbiaState/298,
Charlie,,Connolly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/299,
Rube,,Eldridge,,,_subject,morris/1915SouthAtlantic/ColumbiaState/300,
Dick,,Miller,,,_subject,morris/1915SouthAtlantic/ColumbiaState/301,
Harry,,Camnitz,,,_subject,morris/1915SouthAtlantic/ColumbiaState/302,
,,Halford,,,_subject,morris/1915SouthAtlantic/ColumbiaState/303,
Pick,,Nally,,,_subject,morris/1915SouthAtlantic/ColumbiaState/304,
Dutch,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/305,
George,,Stinson,,,_subject,morris/1915SouthAtlantic/ColumbiaState/306,
Dick,,Miller,,,_subject,morris/1915SouthAtlantic/ColumbiaState/307,
George,,Woodruff,,,_subject,morris/1915SouthAtlantic/ColumbiaState/308,
Bert,,Gardin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/309,
Bob,,Spaid,,,_subject,morris/1915SouthAtlantic/ColumbiaState/310,
Charlie,,Connolly,,,_subject,morris/1915SouthAtlantic/ColumbiaState/311,
Lefty,Eugene Francis,Layden,,,_subject,morris/1915SouthAtlantic/ColumbiaState/312,
Alva,,Nally,,,_subject,morris/1915SouthAtlantic/ColumbiaState/313,
Albert,,Bernsen,,,_subject,morris/1915SouthAtlantic/ColumbiaState/314,
Merl,,Spaid,,,_subject,morris/1915SouthAtlantic/ColumbiaState/315,
Bill,,Laval,,,_subject,morris/1915SouthAtlantic/ColumbiaState/316,
Red,,Basham,,,_subject,morris/1915SouthAtlantic/ColumbiaState/317,
George,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/318,
George,,Martin,,,_subject,morris/1915SouthAtlantic/ColumbiaState/319,
Pete,,Boyle,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/1,
H.,,Watson,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/2,
,,Hart,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/3,
Sheriff,,Jackson,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/4,
,,Rickard,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/5,
Louis,,Broughton,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/6,
Phil,,Redding,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/7,
George,,Woodruff,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/8,
Gordon,,McDuff,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/9,
Hubert,,Powell,,,_subject,morris/1915SouthAtlantic/ColumbusEnquirer/10,
Harry,,Hartsell,,,_subject,morris/1915SouthAtlantic/ColumbusLedger/1,
Harry,,Hartsell,,,_subject,morris/1915SouthAtlantic/ColumbusLedger/2,
Walter,,Rickard,,,_subject,morris/1915SouthAtlantic/DavieRecord/1,
