caliber,club,date,height,league,meta,person,place,position,source,throws,type,weight,first,given,last,matrilineal,nick,suffix
,Salinas ,1980,,California League,,data/VBTNKBC,,SS,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,El Paso,1980,,Texas League,,data/VBTNKBC,,SS,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Holyoke,1981,,Eastern League,,data/VBTNKBC,,2B-SS-1B-OF,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,California,1982,,American League,,data/VBTNKBC,,SS,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Holyoke,1982,,Eastern League,,data/VBTNKBC,,2B-SS-1B-OF,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Spokane,1982,,Pacific Coast League,,data/VBTNKBC,,2B-SS-OF,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,California,1983,,American League,,data/VBTNKBC,,SS-3B-2B,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Edmonton,1983,,Pacific Coast League,,data/VBTNKBC,,2B-3B-OF-SS,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Edmonton,1984,,Pacific Coast League,,data/VBTNKBC,,SS-OF-3B-2B,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,San Francisco,1985,,National League,,data/VBTNKBC,,SS-3B-2B,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Phoenix,1985,,Pacific Coast League,,data/VBTNKBC,,SS-OF,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Phoenix,1986,,Pacific Coast League,,data/VBTNKBC,,3B-SS-2B-1B,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Edmonton,1987,,Pacific Coast League,,data/VBTNKBC,,SS-OF-1B-2B-3B,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Midland,1987,,Texas League,,data/VBTNKBC,,SS-2B-OF,data/nemec/Nemec,,playing,,Ricky,Ricky Lee,Adams,,,
,Ogden,1939,,Pioneer League,,data/QVCPYXM,,2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Ogden,1940,,Pioneer League,,data/QVCPYXM,,2B-OF,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Columbia,1941,,South Atlantic League,,data/QVCPYXM,,2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Syracuse,1942,,International League,,data/QVCPYXM,,2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1946,,National League,,data/QVCPYXM,,2B-OF-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1947,,National League,,data/QVCPYXM,,2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1948,,National League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1949,,National League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1950,,National League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1951,,National League,,data/QVCPYXM,,3B-2B-OF,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1952,,National League,,data/QVCPYXM,,3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1953,,National League,,data/QVCPYXM,,3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1954,,National League,,data/QVCPYXM,,3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Chicago,1955,,American League,,data/QVCPYXM,,3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Cincinnati,1955,,National League,,data/QVCPYXM,,3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Baltimore,1956,,American League,,data/QVCPYXM,,3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,San Antonio,1956,,Texas League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Chicago,1957,,National League,,data/QVCPYXM,,3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Portland,1957,,Pacific Coast League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Chicago,1958,,National League,,data/QVCPYXM,,1B-3B-2B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Miami,1959,,International League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Chicago,1959,,National League,,data/QVCPYXM,,1B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Seattle,1959,,Pacific Coast League,,data/QVCPYXM,,2B-3B,data/mcconnell/McConnell,,playing,,Robert,Robert Henry,Adams,,,
,Appleton,1942,,Wisconsin State League,,data/YLVCFMS,,1B,data/nemec/Nemec,,playing,,Russ,Russell L.,Adams,,,
,Dayton,1946,,Ohio State League,,data/YLVCFMS,,1B,data/nemec/Nemec,,playing,,Russ,Russell L.,Adams,,,
,Dayton,1947,,Ohio State League,,data/YLVCFMS,,1B,data/nemec/Nemec,,playing,,Russ,Russell L.,Adams,,,
,Tucson,1948,,Arizona-Texas League,,data/YLVCFMS,,1B,data/nemec/Nemec,,playing,,Russ,Russell L.,Adams,,,
,Hastings,1912,,Nebraska State League,,data/TVYQPYR,,,data/blau/blau-20171001,,player,,,,Adams,,,
,Topeka,1912,,Western League,,data/TVYQPYR,,,data/blau/blau-20171001,,player,,,,Adams,,,
,Anniston,1941,,Southeastern League,,data/BGTKSDF,,,data/blau/blau-20170205,,player,,Ray,,Adamski,,,
,Tucson,1929,,Arizona State League,,data/CRVWRVB,,,data/blau/blau-20170319,,player,,George,,Adamson,,,
,Springfield,1921,,Western Association,,data/CMYKYTW,,,data/blau/blau-20161225,,player,,Dewey,,Aday,,,
,Chickasa,1921,,Western Association,,data/LKSGJZD,,,data/blau/blau-20170521,,player,,Homer,,Adcock,,,
,Joplin,1922,,Western Association,,data/LKSGJZD,,,data/blau/blau-20170521,,player,,Homer,,Adcock,,,
,Lewiston,1937,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1938,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1939,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1940,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1941,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1942,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Spokane,1946,,Western International League,,data/LGYLSJW,,OF,data/nemec/Nemec,,playing,,Dwight,Dwight B.,Aden,,,
,Mesa Angels,2005,,Arizona League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Orem,2005,,Pioneer League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Rancho Cucamonga,2006,,California League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Cedar Rapids,2006,,Midwest League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Arkansas,2007,,Texas League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Los Angeles,2008,,American League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Salt Lake City,2008,,Pacific Coast League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Los Angeles,2009,,American League,,data/DSMYLHD,,P,data/nemec/Nemec,,playing,,Nick,Nicholas James,Adenhart,,,
,Washington,1939,,American League,,data/QBPGGGY,,2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Charlotte,1939,,Piedmont League,,data/QBPGGGY,,2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Washington,1940,,American League,,data/QBPGGGY,,2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Springfield,1940,,Eastern League,,data/QBPGGGY,,2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Washington,1941,,American League,,data/QBPGGGY,,2B-3B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Springfield,1941,,Eastern League,,data/QBPGGGY,,3B-2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Charlotte,1942,,Piedmont League,,data/QBPGGGY,,3B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Montgomery,1943,,Southern Association,,data/QBPGGGY,,3B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Montreal,1944,,International League,,data/QBPGGGY,,3B-OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Brooklyn,1944,,National League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Brooklyn/Boston,1945,,National League,,data/QBPGGGY,,OF-2B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Indianapolis,1946,,American Association,,data/QBPGGGY,,PH-PR,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Toronto,1946,,International League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Atlanta,1946,,Southern Association,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Toronto,1947,,International League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Macon,1947,,South Atlantic League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Birmingham,1947,,Southern Association,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Emporia,1948,,Virginia League,,data/QBPGGGY,,OF-3B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Emporia,1949,,Virginia League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Emporia,1950,,Virginia League,,data/QBPGGGY,,OF,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Roanoke Rapids,1951,,Coastal Plain League,,data/QBPGGGY,,OF-1B,data/mcconnell/McConnell,,playing,,Morris,Morris Woodrow,Aderholt,,,
,Welch,1955,,Appalachian League,,data/SQXVTZD,,,data/nemec/Nemec,,playing,,Dennis,Donald W.,Adkins,,,
,Fort Walton Beach,1957,,Alabama-Florida League,,data/SQXVTZD,,,data/nemec/Nemec,,playing,,Dennis,Donald W.,Adkins,,,
,Fort Walton Beach,1958,,Alabama-Florida League,,data/SQXVTZD,,,data/nemec/Nemec,,playing,,Dennis,Donald W.,Adkins,,,
,Gastonia,1960,,Western Carolina League,,data/SQXVTZD,,,data/nemec/Nemec,,playing,,Dennis,Donald W.,Adkins,,,
,Henryetta,1922,,Western Association,,data/JBBRPJR,,,data/blau/blau-20170521,,player,,Grady,,Adkins,,,
,Vicksburg,1924,,Cotton States League,,data/JBBRPJR,,,data/blau/blau-20170521,,player,,Grady,,Adkins,,,
,Joplin,1924,,Western Association,,data/JBBRPJR,,,data/blau/blau-20170521,,player,,Grady,,Adkins,,,
,Vicksburg,1925,,Cotton States League,,data/JBBRPJR,,,data/blau/blau-20170521,,player,,Grady,,Adkins,,,
,Hattiesburg,1925,,Cotton States League,,data/YYWGHKM,,,data/blau/blau-20161225,,player,,Rex,,Adkins,,,
,Grays Harbor,1978,,Northwest League,,data/MZCNTZX,,P,data/nemec/Nemec,,playing,,Teddy,Teddy Wayne,Adkins,,,
,Joplin,1937,,Western Association,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Amsterdam,1938,,Canadian-American League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Joplin,1938,,Western Association,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Augusta,1939,,South Atlantic League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Binghamton,1940,,Eastern League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Binghamton,1941,,Eastern League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Binghamton,1942,,Eastern League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Fond du Lac,1946,,Wisconsin State League,,data/WGJNSMQ,,SS-2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Fond du Lac,1947,,Wisconsin State League,,data/WGJNSMQ,,2B-SS,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Quincy,1948,,Illinois-Indiana-Iowa League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Quincy,1949,,Illinois-Indiana-Iowa League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Quincy,1950,,Illinois-Indiana-Iowa League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Fond du Lac,1951,,Wisconsin State League,,data/WGJNSMQ,,2B,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Fond du Lac,1952,,Wisconsin State League,,data/WGJNSMQ,,PH,data/mcconnell/McConnell,,playing,,James,James A.,Adlam,,,
,Utica,1909,,New York State League,,data/ZZCKLFT,,,data/blau/blau-20170129,,player,,P.,Peter L.,Adrian,,,
,Utica,1910,,New York State League,,data/ZZCKLFT,,,data/blau/blau-20170129,,player,,P.,Peter L.,Adrian,,,
,Dubuque,1961,,Midwest League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Cleveland,1962,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Burlington,1962,,Carolina League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Jacksonville,1962,,International League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Cleveland,1963,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Charleston,1963,,Eastern League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Cleveland,1964,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Portland,1964,,Pacific Coast League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Chicago,1965,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Indianapolis,1965,,Pacific Coast League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Chicago,1966,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Chicago,1967,,American League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,New York,1968,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,New York,1969,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,New York,1970,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,New York,1971,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,New York,1972,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Houston/St. Louis,1973,,National League,,data/RFCPLZN,,OF,data/mcconnell/McConnell,,playing,,Tommie,Tommie Lee,Agee,,,
,Louisvile,1953,,American Association,,data/QDMWHXF,,1B,data/mcconnell/McConnell,,playing,,Harry,Harry,Agganis,,,
,Boston,1954,,American League,,data/QDMWHXF,,1B,data/mcconnell/McConnell,,playing,,Harry,Harry,Agganis,,,
,Boston,1955,,American League,,data/QDMWHXF,,1B,data/mcconnell/McConnell,,playing,,Harry,Harry,Agganis,,,
,Danville,1913,,Illinois-Indiana-Iowa League,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Quincy,1913,,Illinois-Indiana-Iowa League,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Fort William,1916,,Northern League,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Marshalltown,1917,,Central Association,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Alton,1917,,Illinois-Indiana-Iowa League,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Joplin,1918,,Western League,,data/KKYHMJK,,,data/blau/blau-20170319,,player,,Troy,,Agnew,,,
,Okmulgee,1924,,Western Association,,data/KKYHMJK,,,data/blau/blau-20170319,,manager,,Troy,,Agnew,,,
,Veracruz,1974,,Mexican League,,data/PWXBPTS,,2B-SS,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1975,,Mexican League,,data/PWXBPTS,,2B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1976,,Mexican League,,data/PWXBPTS,,OF-SS-2B-3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1977,,Mexican League,,data/PWXBPTS,,OF-SS-2B-3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1978,,Mexican League,,data/PWXBPTS,,3B-SS-OF-2B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1979,,Mexican League,,data/PWXBPTS,,3B-SS,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1980,,Mexican League,,data/PWXBPTS,,SS,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1982,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1983,,Mexican League,,data/PWXBPTS,,SS-OF-3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1984,,Mexican League,,data/PWXBPTS,,3B-SS,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1985,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1986,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1987,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1988,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1989,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Yucatan/Monterrey,1990,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,San Luis Potosi,1991,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1992,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1993,,Mexican League,,data/PWXBPTS,,3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1994,,Mexican League,,data/PWXBPTS,,DH-3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1995,,Mexican League,,data/PWXBPTS,,3B-DH,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Aguascalientes,1996,,Mexican League,,data/PWXBPTS,,DH-3B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Yucatan,1997,,Mexican League,,data/PWXBPTS,,3B-1B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Cordoba,1998,,Mexican League,,data/PWXBPTS,,3B-1B,data/mcconnell/McConnell,,playing,,Enrique,Enrique,Aguilar,Martinez,,
,Chillicothe,1910,,Ohio State League,,data/ZNSTWFM,,,data/blau/blau-20170129,,player,,Robert,,Ahearn,,,
,Chillicothe,1911,,Ohio State League,,data/ZNSTWFM,,,data/blau/blau-20170129,,player,,Robert,,Ahearn,,,
,Waterbury,1913,,Eastern Association,,data/MTDQHKJ,,,data/blau/blau-20180331,,player,,Walter,,Ahearn,,,
,New Haven,1932,,Eastern League,,data/RXWZMVX,,,data/blau/blau-20170416,,player,,,,Ahearn,,,
,Burlington,1932,,Mississippi Valley League,,data/FSRCZMK,,,data/blau/blau-20170205,,player,,Stewart,,Aiken,,,
,Zanesville,1933,,Middle Atlantic League,,data/FSRCZMK,,,data/blau/blau-20170205,,player,,Stewart,,Aiken,,,
,Lowell/Lawrence,1908,,New England League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Lawrence,1909,,New England League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1910,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Lawrence,1910,,New England League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1911,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1912,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1913,,American League,,data/VFHWFJH,,C-P,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1914,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1915,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1916,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1917,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Washington,1918,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Detroit,1919,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Detroit,1920,,American League,,data/VFHWFJH,,C-1B,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Detroit,1921,,American League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,St. Louis,1921,,National League,,data/VFHWFJH,,C-1B,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,St. Louis,1922,,National League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,St. Louis/Brooklyn,1923,,National League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,New York,1924,,National League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Minneapolis,1925,,American Association,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Indianapolis,1926,,American Association,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Little Rock,1927,,Southern Association,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
,Portland/Seattle,1928,,Pacific Coast League,,data/VFHWFJH,,C,data/mcconnell/McConnell,,playing,,Edward,Edward Wilbur,Ainsmith,,,
