date,height,meta,person,place,source,throws,weight
1915,,,_subject,"US, NC, China Grove",data/morris/1915SouthAtlantic/ColumbiaState/134,,
1915,,,_subject,"US, IN, Elkhart",data/morris/1915SouthAtlantic/ColumbiaState/135,,
1915,,,_subject,"US, SC, Whitmire",data/morris/1915SouthAtlantic/ColumbiaState/136,,
1915,,,_subject,"US, AL, Birmingham",data/morris/1915SouthAtlantic/ColumbiaState/170,,
1915,,,_subject,"US, GA, Savannah",data/morris/1915SouthAtlantic/ColumbiaState/174,,
1915,,,_subject,"US, FL, Jacksonville",data/morris/1915SouthAtlantic/ColumbiaState/209,,
1915,,,_subject,"US, SC, Bishopville",data/morris/1915SouthAtlantic/ColumbiaState/211,,
1915,,,_subject,"US, AL, Birmingham",data/morris/1915SouthAtlantic/ColumbiaState/216,,
1915,,,_subject,"US, NC, Greensboro",data/morris/1915SouthAtlantic/ColumbiaState/233,,
1915,,,_subject,"US, GA, Macon",data/morris/1915SouthAtlantic/ColumbiaState/236,,
1915,,,_subject,"US, GA,",data/morris/1915SouthAtlantic/ColumbiaState/261,,
1915,,,_subject,"US, SC, Columbia",data/morris/1915SouthAtlantic/ColumbiaState/276,,
1915,,,_subject,"US, VA, Norfolk",data/morris/1915SouthAtlantic/ColumbiaState/283,,
1915,,,_subject,"US, SC, Columbia",data/morris/1915SouthAtlantic/ColumbiaState/287,,
1915,,,_subject,"US, FL, Jacksonville",data/morris/1915SouthAtlantic/ColumbiaState/292,,
1915,,,_subject,"US, SC, Columbia",data/morris/1915SouthAtlantic/ColumbiaState/293,,
1915,,,_subject,"US, GA, Augusta",data/morris/1915SouthAtlantic/ColumbiaState/303,,
1915,,,_subject,"US, MI,",data/morris/1915SouthAtlantic/ColumbiaState/304,,
1915,,,_subject,"US, GA, Columbus",data/morris/1915SouthAtlantic/ColumbiaState/308,,
1915,,,_subject,"US, NY,",data/morris/1915SouthAtlantic/ColumbiaState/311,,
1915,,,_subject,"US, PA, Pittsburgh",data/morris/1915SouthAtlantic/ColumbiaState/312,,
1915,,,_subject,"US, KY, Paducah",data/morris/1915SouthAtlantic/ColumbusEnquirer/3,,
1915,,,_subject,"US, GA, Columbus",data/morris/1915SouthAtlantic/ColumbusEnquirer/6,,
1915,,,_subject,"US, AL, Decatur",data/morris/1915SouthAtlantic/ColumbusEnquirer/9,,
1915,,,_subject,"US, GA, Buford",data/morris/1915SouthAtlantic/ColumbusEnquirer/10,,
1915,,,_subject,"US, OH, Lansing",data/morris/1915SouthAtlantic/MaconTelegraph/2,,
1915,,,_subject,"US, OH, North Baltimore",data/morris/1915SouthAtlantic/MaconTelegraph/3,,
1915,,,_subject,"US, Ma, Waburn",data/morris/1915SouthAtlantic/MaconTelegraph/4,,
1915,,,_subject,"US, MD, Baltimore",data/morris/1915SouthAtlantic/MaconTelegraph/5,,
1915,,,_subject,"US, NC, Trenton",data/morris/1915SouthAtlantic/MaconTelegraph/9,,
,,,_subject,"US, VA, Norfolk",data/morris/1915SouthAtlantic/WichitaDailyEagle/1,,
